Gene,UF_1,UF_2,UF_3,DF_1,DF_2,DF_3
KRTAP10-11,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP10-12,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP11-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP12-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP12-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP12-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP12-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP13-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP13-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP13-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP13-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP15-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP16-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP17-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP19-8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP20-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP20-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP20-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP20-4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP21-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP21-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP21-3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP22-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP22-2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP23-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP24-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP25-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP26-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP27-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTAP29-1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KRTCAP2,7.16219,6.32458,7.10822,6.25559,6.89473,6.93951
KRTCAP3,0.75295,0.613858,0.565014,0.857466,0.768272,0.894169
KRTDAP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KSR1,58.8401,55.9353,51.5802,55.93,54.7442,54.9913
KSR2,1.28552,1.24632,1.05712,3.17652,3.99895,3.71274
KTI12,3.87493,4.16678,4.15558,3.31293,3.17158,3.79049
KTN1,304.65,309.012,328.418,308.356,282.999,291.382
KXD1,85.8361,85.0842,83.2756,89.0788,86.5584,88.1337
KY,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
KYAT1,0.348929,0.148816,0.145811,0.311807,0.29549,0.38877
KYAT3,21.6335,24.0334,21.4523,24.3013,22.3389,21.4406
KYNU,0.0918248,0.0930104,0.018228,0.0389776,1.97E-06,1.94E-06
L1CAM,0.440752,0.297629,0.364526,0.0194898,0.157596,0.0388788
L1TD1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
L2HGDH,4.38914,4.50162,4.82995,4.18988,3.95955,4.00431
L3HYPDH,19.3746,21.764,23.1837,22.2941,18.0248,18.6026
L3MBTL1,4.29732,4.24119,4.15558,4.46271,3.70346,3.6933
L3MBTL2,42.9731,41.9469,41.6651,42.8927,41.8806,44.6695
L3MBTL3,58.4545,57.5165,62.0056,104.416,100.092,98.9221
L3MBTL4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LACC1,11.4228,16.3323,15.5105,14.1871,10.2633,9.311
LACRT,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LACTB,47.0133,50.9873,55.7175,72.1244,76.7285,69.745
LACTB2,8.35589,12.1283,12.8859,9.17876,7.22962,7.61986
LACTBL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LAD1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LAG3,1.70791,1.30212,1.18471,1.73442,2.10782,1.9244
LAGE3,8.37425,7.90573,8.01953,7.46383,7.91909,7.85312
LAIR1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LAIR2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LALBA,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0590997,1.94E-06
LAMA1,1.84E-06,0.111612,0.0729067,0.19488,0.0394004,0.0194404
LAMA2,3.45254,2.41822,1.42165,10.9522,10.4406,10.1274
LAMA3,9.51286,11.0494,9.58699,8.67208,8.66766,7.98919
LAMA4,697.909,619.195,637.535,999.335,1014.02,1037.49
LAMA5,745.988,558.293,568.804,221.479,219.016,210.44
LAMB1,1019.4,842.006,832.792,1133.74,1253.58,1183.1
LAMB2,688.213,640.717,624.558,546.243,566.432,544.664
LAMB3,40.0715,14.2117,14.7086,3.58576,2.77759,2.6825
LAMB4,0.348929,0.186019,0.20049,0.272831,0.354588,0.291578
LAMC1,748.632,668.973,665.293,796.74,804.95,782.882
LAMC2,11.0738,7.51509,7.29049,7.5223,7.48571,7.23109
LAMC3,0.128554,0.0186036,0.127585,0.0584654,0.0197012,0.0194404
LAMP1,715.539,731.084,718.003,789.783,821.97,807.16
LAMP2,282.117,294.688,302.664,312.214,298.305,289.302
LAMP3,4.18713,24.052,25.2433,15.941,7.95849,10.5745
LAMP5,0.0918248,0.0930104,0.0546805,0.19488,0.0590997,0.0777556
LAMTOR1,72.7238,77.6993,75.4201,77.3861,73.9903,76.5679
LAMTOR2,30.8341,27.6793,27.6674,26.7957,28.8003,28.8466
LAMTOR3,24.9942,27.791,28.7792,30.0697,26.6531,25.5421
LAMTOR4,29.4752,27.5305,26.0817,28.3937,29.2534,30.9071
LAMTOR5,41.5407,42.3375,42.6311,41.9183,40.1667,41.1317
LANCL1,48.152,43.5652,47.0054,44.6466,41.5063,43.0366
LANCL2,18.4748,18.5645,18.4267,21.2222,20.5463,21.3822
LANCL3,1.23043,1.26492,1.47632,1.87083,1.79263,1.88553
LAP3,145.833,136.127,138.92,87.3639,99.4417,99.8551
LAPTM4A,202.378,204.786,195.13,241.396,248.526,241.25
LAPTM4B,49.162,47.639,40.9543,46.2641,46.7069,44.3973
LAPTM5,7.73149,4.68763,3.90041,5.32017,3.54586,3.42116
LARGE1,1.28552,0.967291,0.510336,2.06571,1.77293,1.32181
LARGE2,1.84E-06,1.86E-06,1.82E-06,0.0389776,1.97E-06,1.94E-06
LARP1,365.951,401.722,380.691,396.655,374.049,376.036
LARP1B,20.2745,33.6877,30.7294,30.1087,26.2985,25.406
LARP4,80.6389,99.6494,99.6245,107.319,91.1286,90.894
LARP4B,94.5225,99.1285,97.5649,94.2431,85.8493,86.8119
LARP6,19.3746,34.7108,32.3333,22.45,14.5774,16.4838
LARP7,28.7039,30.079,30.9846,30.5764,30.3959,28.5161
LARS1,158.082,179.376,179.838,167.147,143.115,146.235
LARS2,28.9059,28.442,29.1437,29.1343,30.061,29.7213
LAS1L,28.1346,29.1489,27.5398,29.4461,29.4701,28.6522
LASP1,415.756,449.715,446.323,516.057,602.383,591.161
LAT,1.12024,1.1161,0.929539,1.32517,0.82737,1.24406
LAT2,0.75295,0.74407,0.637919,1.18876,0.984964,1.06911
LATS1,43.4506,50.7641,50.6142,59.7107,49.9967,49.5096
LATS2,161.259,186.557,190.956,154.967,147.311,149.268
LAX1,0.0918248,0.055807,0.018228,0.0194898,0.0394004,0.0194404
LAYN,0.587669,0.372036,0.546788,1.11081,0.886467,1.14687
LBH,0.367294,1.87877,1.74972,1.11081,0.453084,0.427647
LBHD1,3.76474,3.75755,4.35607,4.83298,3.92015,4.62634
LBHD2,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LBP,0.220377,0.055807,0.0546805,1.95E-06,1.97E-06,1.94E-06
LBR,96.2121,105.695,114.005,111.607,95.0685,98.9026
LBX1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LBX2,3.36072,4.09238,4.53833,4.28732,3.60496,4.29589
LCA5,7.29074,8.53819,8.73036,9.88032,7.24932,7.91143
LCA5L,0.587669,1.22771,1.1118,0.604124,0.453084,0.524839
LCAT,8.53954,9.33806,8.43874,11.6342,12.4302,11.9546
LCE1A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE1B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE1C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE1D,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE1E,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE1F,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE2A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE2B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE2C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE2D,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE3A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE3B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE3C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE3D,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE3E,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE4A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE5A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCE6A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCK,0.036731,0.0186036,1.82E-06,0.0389776,0.0197012,1.94E-06
LCLAT1,12.9103,13.5234,13.9795,12.0824,10.8346,11.1771
LCMT1,18.787,19.4202,18.9735,18.9616,19.0295,20.4298
LCMT2,7.86005,9.61708,8.85794,8.94491,10.8543,8.94167
LCN1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCN2,0.128554,0.167417,0.145811,0.0194898,1.97E-06,1.94E-06
LCN6,17.0423,7.40348,9.14956,0.311807,0.216694,0.155509
LCN8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCN9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCN10,41.706,13.2444,19.0282,0.0779532,0.177295,0.174948
LCN12,0.716221,0.613858,0.437431,0.37027,0.31519,0.447085
LCN15,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCNL1,0.679492,0.316231,0.236943,0.0194898,0.0197012,0.0194404
LCOR,37.3168,44.7557,42.0479,46.7902,40.6198,41.5204
LCORL,14.0673,17.2252,18.8824,21.2222,18.1036,16.9114
LCP1,0.275471,0.241824,0.273395,0.311807,0.216694,0.330455
LCP2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LCT,0.036731,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
LCTL,0.0550956,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
LDAF1,13.1123,13.2072,13.2505,19.0591,21.1176,19.9827
LDAH,20.5683,21.578,19.8119,20.3843,18.9901,19.6911
LDB1,91.1435,80.9732,79.8308,114.822,122.037,124.931
LDB2,234.901,161.984,160.956,128.659,122.51,124.814
LDB3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LDHA,448.188,409.163,430.977,226.955,240.291,242.144
LDHAL6A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LDHAL6B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LDHB,13.7,13.3374,12.1022,13.8363,14.3213,13.8401
LDHC,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,0.0194404
LDHD,0.75295,0.688265,0.72905,0.467709,0.236393,0.563716
LDLR,287.479,444.004,429.482,359.238,326.101,312.608
LDLRAD1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LDLRAD2,21.2478,18.3599,13.5603,16.6426,25.4711,23.676
LDLRAD3,38.4555,34.8224,34.2653,48.3882,47.0221,50.2288
LDLRAD4,0.404023,0.260426,0.328074,0.311807,0.374287,0.27214
LDLRAP1,51.8432,49.1829,49.8122,31.6092,29.411,33.7062
LDOC1,50.0619,48.7551,53.822,49.1093,55.9261,56.5075
LEAP2,0.3122,0.297629,0.182264,0.233856,0.118197,0.213824
LECT2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LEF1,0.0183664,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
LEFTY1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LEFTY2,0.440752,0.316231,0.145811,1.95E-06,0.0197012,0.0194404
LEKR1,0.202012,0.0930104,0.218716,0.155904,0.196994,0.097194
LELP1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LEMD1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LEMD2,63.5782,67.0406,66.6168,83.9145,83.5444,84.0128
LEMD3,36.3435,41.6492,41.7927,47.9205,44.8749,43.853
LENEP,1.84E-06,0.055807,1.82E-06,0.0194898,1.97E-06,0.0194404
LENG1,8.20897,7.68251,9.09488,8.14591,7.52511,7.32828
LENG8,446.829,407.21,406.754,463.888,452.826,449.455
LENG9,3.85657,3.59013,4.26493,3.78064,3.05338,3.24622
LEO1,29.3099,27.5305,28.5058,25.0613,25.5499,25.7753
LEP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LEPR,19.1543,20.5177,18.2809,45.543,51.7105,54.0582
LEPROT,132.666,136.63,133.124,153.661,149.163,151.6
LEPROTL1,30.5587,36.3291,36.4706,50.0447,47.2782,44.6889
LETM1,78.1597,77.4575,79.4845,82.7063,81.7124,78.4923
LETM2,6.50107,7.23607,8.56632,4.07295,4.01865,3.63498
LETMD1,36.0864,34.1155,33.6274,29.3292,24.427,26.2419
LEUTX,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LEXM,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LFNG,71.1628,35.4363,34.0101,8.20437,10.7952,10.5745
LGALS1,477.81,411.042,445.266,497.076,507.452,503.319
LGALS2,1.84E-06,1.86E-06,0.0364542,1.95E-06,1.97E-06,1.94E-06
LGALS3,91.676,87.428,88.2878,59.0676,62.0723,62.4556
LGALS3BP,2.46086,2.28801,3.55411,2.26059,3.99895,4.72353
LGALS4,0.202012,0.167417,0.0911329,0.292319,0.0984981,0.0777556
LGALS7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALS7B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALS8,125.834,134.565,132.614,120.24,111.695,112.801
LGALS9,44.2036,30.73,35.3406,7.15203,7.8206,7.81424
LGALS9B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALS9C,0.0183664,0.0372053,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALS12,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALS13,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALS14,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALS16,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGALSL,14.5999,10.4542,11.0269,4.794,4.39293,3.92656
LGI1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGI2,0.0183664,1.86E-06,0.018228,1.95E-06,0.0197012,0.0194404
LGI3,1.84E-06,1.86E-06,1.82E-06,0.0584654,1.97E-06,1.94E-06
LGI4,0.477481,0.390638,0.127585,0.311807,0.177295,0.233263
LGMN,72.0259,73.793,75.3107,87.13,86.4796,87.0063
LGR4,34.6723,14.6395,15.0002,9.33466,7.7615,7.03671
LGR5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LGR6,0.036731,0.055807,1.82E-06,1.95E-06,0.0394004,1.94E-06
LGSN,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHB,0.0550956,1.86E-06,1.82E-06,0.0194898,0.0197012,1.94E-06
LHCGR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHFPL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHFPL2,48.2989,59.079,52.3092,78.8282,67.6866,70.6392
LHFPL3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHFPL4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHFPL5,0.0550956,0.0186036,0.018228,0.0194898,0.0394004,0.0388788
LHFPL6,44.1668,43.6954,42.2848,43.4968,43.7717,43.8725
LHPP,3.04852,2.66005,2.82506,1.90981,2.62,3.03239
LHX1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHX2,1.84E-06,0.0372053,1.82E-06,1.95E-06,1.97E-06,0.0194404
LHX3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHX4,0.0550956,0.0372053,1.82E-06,0.0194898,0.0590997,0.0194404
LHX5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
LHX6,6.83163,9.15204,16.4947,1.18876,2.08812,4.10151
LHX8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LHX9,2.31394,2.02759,2.6428,0.682075,0.906167,0.816415
LIAS,9.4394,8.6498,9.53231,9.10081,8.07669,7.67817
LIF,0.165283,0.799875,0.400978,0.6431,0.118197,0.194386
LIFR,69.1059,61.6461,59.9642,70.0197,59.1371,59.9286
LIG1,48.3723,73.1605,70.0798,65.9662,57.246,57.6738
LIG3,23.9107,27.1771,25.6078,27.6922,26.397,26.339
LIG4,27.7122,32.6274,32.2968,32.837,28.3275,27.5442
LILRA1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRA2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRA4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRA5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRA6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
LILRB1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRB2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRB3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRB4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LILRB5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIM2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIMA1,194.665,172.01,182.371,148.556,173.274,172.963
LIMCH1,25.7655,31.2323,27.0477,51.0191,49.5633,53.0669
LIMD1,75.5152,72.7141,71.1734,81.3421,78.1666,77.7925
LIMD2,10.8902,11.4401,9.42295,25.3731,26.9683,27.6025
LIME1,4.11367,3.49712,3.59057,3.41037,3.11248,3.75161
LIMK1,48.6845,53.2939,52.8378,74.1511,81.8109,82.0884
LIMK2,87.8195,78.5922,74.5634,63.121,56.4383,60.3757
LIMS1,149.855,98.7565,108.829,140.819,134.408,126.758
LIMS2,215.453,202.703,207.232,83.973,108.779,111.615
LIMS3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIMS4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIN7A,0.0550956,1.86E-06,0.018228,0.175392,0.196994,1.94E-06
LIN7B,1.67118,1.0789,1.1118,1.53954,1.37895,1.22462
LIN7C,25.4717,27.2143,31.8776,28.4912,20.6645,21.46
LIN9,5.95013,6.77102,7.29049,6.37252,6.46135,5.92872
LIN28A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIN28B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIN37,3.76474,3.88776,3.73637,4.05347,3.76256,3.82937
LIN52,11.3677,13.7467,12.8859,12.3553,10.3027,10.7106
LIN54,18.383,23.7358,23.7305,22.3915,17.2171,19.5939
LINC00672,0.881502,0.781274,0.783729,1.2862,1.59564,1.32181
LINC01556,0.0183664,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
LINC02218,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LINGO1,1.15697,0.539451,0.565014,0.214368,0.256092,0.155509
LINGO2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LINGO3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
LINGO4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LINS1,8.77828,9.07764,10.0426,9.47108,8.41157,8.26133
LIPA,98.0302,117.991,127.638,88.4552,85.6523,91.0689
LIPC,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIPE,2.75469,4.59462,4.62946,2.31905,1.91083,2.91576
LIPF,0.0183664,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIPG,46.591,74.5929,85.645,195.092,201.267,193.315
LIPH,0.0550956,0.0372053,0.0546805,0.0779532,0.137897,0.116632
LIPI,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIPJ,1.84E-06,1.86E-06,0.0364542,0.0194898,1.97E-06,0.0194404
LIPK,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIPM,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIPN,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LIPT1,4.24222,5.24568,4.70236,3.74166,3.76256,3.6933
LIPT2,0.257106,0.297629,0.328074,0.428734,0.531881,0.524839
LITAF,0.293835,0.334833,0.3463,0.584636,0.709174,0.369332
LITAFD,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
LIX1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
LIX1L,90.7211,89.2324,88.8345,85.5905,88.0556,87.8227
LKAAEAR1,0.0918248,0.111612,0.0546805,0.0779532,0.0394004,0.0388788
LLCFC1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LLGL1,81.5939,72.4723,70.5901,68.3243,74.6995,73.2634
LLGL2,11.5513,8.78001,8.63923,7.01561,7.11142,6.8812
LLPH,11.5146,11.3098,12.4303,11.5758,10.4012,10.6328
LMAN1,165.649,276.124,288.648,243.754,169.276,170.339
LMAN1L,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
LMAN2,191.763,198.294,196.497,192.13,185.37,186.881
LMAN2L,22.111,24.9263,24.6054,22.9956,22.004,22.5874
LMBR1,85.0464,83.6147,88.2149,88.4747,86.2038,86.462
LMBR1L,39.7961,36.7384,35.1948,47.7062,47.7115,47.663
LMBRD1,41.0816,38.0591,37.4184,34.2596,31.7158,32.4233
LMBRD2,21.56,25.9308,27.7038,22.0797,15.9761,15.609
LMCD1,13.149,9.7659,9.7328,0.857466,0.689475,0.894169
LMF1,14.7835,14.8256,12.5396,14.1482,16.508,15.0065
LMF2,116.064,107.592,103.215,111.47,118.451,117.797
LMLN,15.2059,17.2066,17.1873,16.2918,14.1047,12.8682
LMNA,1929.57,1507.65,1629.64,664.417,658.545,666.757
LMNB1,51.6412,66.2407,71.9389,59.4963,52.656,60.9783
LMNB2,142.858,148.832,158.258,161.398,147.094,156.674
LMNTD1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LMNTD2,2.16702,1.97178,1.67681,2.51393,2.40331,2.07991
LMO1,0.128554,0.0372053,0.0911329,0.0779532,0.0590997,0.0194404
LMO2,99.481,76.6576,80.3411,56.7875,60.6539,63.0776
LMO3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
LMO4,14.4162,20.4991,19.5567,22.372,18.5567,18.0972
LMO7,103.136,90.6089,100.153,17.7534,15.3654,16.8142
LMOD1,1.84E-06,1.86E-06,0.0364542,0.0389776,1.97E-06,0.0777556
LMOD2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
LMOD3,0.0550956,1.86E-06,0.0546805,0.0389776,1.97E-06,0.0194404
LMTK2,47.7847,55.3773,53.1294,53.4746,50.1739,47.4492
LMTK3,0.459117,0.390638,0.273395,0.331295,0.29549,0.369332
LMX1A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
