Gene,UF_1,UF_2,UF_3,DF_1,DF_2,DF_3
FUOM,3.2138,3.36691,3.57234,4.05347,3.86105,3.92656
FURIN,260.116,248.426,241.297,254.745,283.413,277.483
FUS,219.806,228.987,252.087,243.617,234.716,238.529
FUT1,17.9055,15.7743,16.9686,8.02898,9.39654,8.72785
FUT2,0.0550956,1.86E-06,0.0546805,0.0389776,1.97E-06,1.94E-06
FUT3,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,0.0194404
FUT4,5.76648,6.43619,6.08756,13.1153,12.0165,9.8164
FUT5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FUT6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FUT7,1.84E-06,0.0186036,0.018228,0.0194898,1.97E-06,0.0388788
FUT8,25.637,20.2015,19.3562,16.6036,16.5277,17.7084
FUT9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FUT10,8.35589,9.15204,9.53231,9.60749,10.1057,8.92223
FUT11,85.781,75.5601,75.0555,73.3911,86.9918,84.6543
FUZ,9.53122,8.7428,8.93084,9.21774,8.72676,8.96111
FXN,3.94839,4.52022,4.79349,4.13142,4.29443,4.87904
FXR1,148.147,147.4,154.686,154.46,143.391,147.207
FXR2,47.1235,51.2291,50.3043,55.7741,55.3942,54.0777
FXYD1,0.036731,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FXYD2,0.220377,0.0744087,0.182264,0.0779532,0.0197012,0.0194404
FXYD3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FXYD4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FXYD5,251.228,245.264,249.991,168.531,169.847,175.995
FXYD6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FXYD6-FXYD2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FXYD7,0.220377,0.111612,0.20049,0.0389776,0.0197012,0.0583172
FYB1,0.183648,0.0930104,0.0364542,0.0389776,0.0787989,0.0583172
FYB2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FYCO1,87.9297,85.3074,85.1711,79.7831,74.8177,74.9545
FYN,149.635,149.967,149.783,150.953,143.627,149.345
FYTTD1,109.086,108.894,115.499,102.311,95.5807,93.6542
FZD1,7.01527,9.05903,8.58455,12.5307,14.1834,14.2484
FZD2,1.17534,2.1764,1.76794,2.92317,3.48677,3.26565
FZD3,0.477481,0.372036,0.309847,1.11081,0.709174,0.583154
FZD4,416.784,422.854,429.829,411.583,409.508,419.209
FZD5,8.61299,10.6402,10.9904,11.3029,11.5832,11.8186
FZD6,62.1274,58.2978,60.8209,73.586,66.741,62.0474
FZD7,0.0918248,0.223222,0.236943,0.623612,0.374287,0.349893
FZD8,7.87841,8.24056,7.07177,19.6047,18.4385,17.4557
FZD9,0.275471,0.465045,0.565014,0.526173,0.866768,0.485962
FZD10,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
FZR1,54.5245,57.6839,55.918,59.5548,56.8126,56.0604
G0S2,0.771315,0.260426,0.3463,0.136417,0.0787989,0.0388788
G2E3,19.8338,23.2707,23.3296,23.7167,20.0144,22.2764
G3BP1,246.526,248.147,257.536,224.324,202.666,199.613
G3BP2,208.64,232.056,237.961,250.789,242.517,236.254
G6PC1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
G6PC2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
G6PC3,103.301,87.2606,85.0253,51.4868,53.8774,54.7774
G6PD,645.717,624.645,621.149,421.034,420.835,426.906
GAA,94.4491,83.3543,76.5501,73.0403,75.8026,77.0927
GAB1,11.8268,11.5517,10.1338,43.2045,48.8541,41.5982
GAB2,59.3727,57.8699,60.1465,81.3811,80.2547,83.0603
GAB3,8.2457,8.7056,8.34761,9.1203,10.3618,9.21381
GAB4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABARAP,8.64972,7.94293,7.14468,8.22386,9.90872,9.5637
GABARAPL1,67.7837,91.0182,81.5258,104.591,99.5008,95.2676
GABARAPL2,56.7282,55.4331,55.3895,53.2992,53.0894,52.8919
GABBR1,92.0066,72.4537,74.1078,65.3426,59.0977,60.3174
GABBR2,72.3198,71.8398,79.4845,36.0135,23.7573,30.6544
GABPA,31.2749,31.5299,34.7756,31.3559,24.4074,24.9006
GABPB1,28.7773,29.1861,30.6383,42.5029,40.0288,40.7429
GABPB2,12.2308,12.6306,12.9224,10.5819,9.45563,9.19437
GABRA1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRA2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRA3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRA4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRA5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRA6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRB1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRB2,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRB3,0.202012,0.0744087,0.109359,0.292319,0.137897,0.097194
GABRD,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRE,10.6515,12.6306,12.1204,12.4332,10.6376,9.95247
GABRG1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRG2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRG3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRP,0.0918248,0.148816,0.0546805,0.0194898,0.0197012,0.0777556
GABRQ,0.0183664,1.86E-06,0.0729067,1.95E-06,0.0590997,0.0388788
GABRR1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GABRR2,1.34062,1.87877,1.76794,3.09856,1.87143,2.4298
GABRR3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAD1,0.293835,0.334833,0.255169,1.18876,1.28045,0.796977
GAD2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GADD45A,73.0176,70.0726,71.6655,51.6232,40.7971,40.0431
GADD45B,11.6615,21.7268,22.3271,45.2507,57.64,58.5679
GADD45G,0.918231,1.50674,1.8773,1.50056,1.04406,1.38013
GADD45GIP1,49.4191,48.0668,49.2654,46.1277,44.8946,47.7019
GADL1,0.165283,0.0744087,0.0729067,0.097441,0.157596,0.0777556
GAGE1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE2A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE2E,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE10,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12D,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12E,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12F,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12G,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12H,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE12J,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAGE13,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAK,129.819,136.071,132.395,130.14,122.49,123.725
GAL,0.532575,0.372036,0.455657,0.409246,0.236393,0.174948
GAL3ST1,1.84E-06,0.0372053,0.0364542,1.95E-06,1.97E-06,1.94E-06
GAL3ST2,0.0918248,0.0744087,0.0911329,0.0584654,0.0197012,0.0777556
GAL3ST3,0.0183664,1.86E-06,1.82E-06,0.0779532,0.0394004,0.0194404
GAL3ST4,4.16876,3.75755,3.51766,5.04735,4.23534,4.06263
GALC,30.0628,29.1489,31.1486,30.3425,28.3078,28.1274
GALE,29.8976,31.7345,30.1462,21.4756,21.9646,22.2375
GALK1,20.4398,19.104,17.8252,19.2734,21.6495,22.6846
GALK2,16.8036,23.2893,23.0197,20.9689,18.7537,18.8941
GALM,4.86662,3.77615,3.86396,4.26783,3.38827,4.39308
GALNS,74.2297,69.1612,65.3956,74.0732,77.3392,74.8767
GALNT1,213.69,204.712,229.231,311.844,323.717,320.5
GALNT2,193.636,163.453,164.309,144.541,158.421,156.052
GALNT3,0.385658,0.204621,0.218716,0.311807,0.256092,0.252701
GALNT4,1.13861,0.874282,1.07535,0.701563,0.984964,0.485962
GALNT5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GALNT6,48.8865,46.3183,55.0067,52.734,55.1185,59.0733
GALNT7,49.4558,51.7872,56.0091,91.8266,90.0846,85.7428
GALNT8,0.0183664,1.86E-06,1.82E-06,0.0194898,1.97E-06,0.0583172
GALNT9,0.257106,0.279027,0.127585,0.0584654,0.0394004,0.0583172
GALNT10,118.562,124.669,121.223,133.589,159.465,158.131
GALNT11,53.6062,48.3644,46.5133,48.2518,50.5482,49.8595
GALNT12,0.146919,0.279027,0.164038,0.155904,0.137897,0.097194
GALNT13,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GALNT14,1.84E-06,0.0186036,1.82E-06,0.0584654,0.0197012,1.94E-06
GALNT15,49.5293,41.8538,40.1159,47.979,56.9899,62.5528
GALNT16,0.275471,0.353434,0.291621,0.584636,0.669776,0.466524
GALNT17,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GALNT18,0.0918248,1.86E-06,1.82E-06,0.097441,0.0394004,0.0583172
GALNTL5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GALNTL6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GALP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GALR1,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GALR2,0.220377,0.148816,0.127585,0.0194898,0.0394004,0.0388788
GALR3,0.036731,0.0930104,0.0546805,0.0389776,0.0197012,0.097194
GALT,5.47265,5.4131,4.82995,4.81349,4.68842,5.73433
GAMT,10.2291,9.46827,8.40228,10.6403,10.9528,11.2937
GAN,14.3978,15.458,14.7815,19.254,17.355,17.2807
GANAB,485.284,512.942,511.008,586.388,596.69,605.234
GANC,17.5749,17.1508,15.9297,14.9472,13.6122,15.3758
GAP43,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAPDH,3150.19,2796.99,2910.96,2139.57,2092.61,2213.24
GAPDHS,0.036731,1.86E-06,0.0546805,0.0389776,0.0590997,0.0388788
GAPT,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAPVD1,81.3919,93.6224,87.9597,90.326,81.9882,83.6823
GAR1,11.8084,14.0629,15.8021,17.9678,13.5137,13.1015
GAREM1,1.48753,2.99488,2.15069,5.02786,2.62,2.66306
GAREM2,4.70134,5.56191,5.04866,7.21049,6.83564,7.23109
GARNL3,1.41408,0.725468,0.637919,1.18876,1.75323,1.32181
GARRE1,109.269,102.44,100.135,89.9752,95.6989,96.6478
GARS1,212.221,386.599,357.562,247.398,163.366,177.337
GART,76.9844,81.7359,83.1297,75.7296,72.9463,76.5484
GAS1,0.110189,0.0930104,0.182264,0.292319,0.256092,0.252701
GAS2,0.165283,0.260426,0.364526,0.253344,0.196994,0.27214
GAS2L1,122.125,85.1772,86.5927,67.6617,75.1132,75.9847
GAS2L2,0.0734602,0.0930104,0.0729067,0.0389776,0.0787989,0.0583172
GAS2L3,16.8587,31.1021,29.1437,39.9305,33.1144,32.5788
GAS6,160.507,165.072,145.445,141.891,190.511,192.868
GAS7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GAS8,19.6501,20.3875,20.6503,22.4889,20.1523,20.6242
GASK1A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GASK1B,208.126,220.691,232.712,464.239,453.811,440.844
GAST,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GATA1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GATA2,63.4497,54.8192,51.7807,57.567,61.8556,67.1986
GATA3,14.1775,11.6633,12.4303,26.5229,31.0854,31.7818
GATA4,38.7493,32.5158,32.8436,27.1465,25.9242,25.5032
GATA5,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
GATA6,45.8747,36.0501,34.1377,27.5168,27.244,25.6976
GATAD1,48.4825,54.2612,55.8087,51.1945,44.2248,43.6587
GATAD2A,144.364,153.632,150.767,151.615,148.02,147.751
GATAD2B,68.3346,71.8026,72.5221,77.7369,75.3102,75.1878
GATB,14.8753,15.6068,15.0731,13.4661,14.1047,15.0648
GATC,35.4253,34.469,35.9056,38.2546,35.9905,38.0021
GATD1,92.5208,78.09,76.9146,80.9719,85.9872,83.0992
GATD3,0.0734602,0.0186036,1.82E-06,0.0194898,1.97E-06,0.0194404
GATM,0.128554,0.0744087,0.127585,0.214368,0.216694,0.252701
GBA2,61.1541,50.1874,53.0383,85.4541,88.7253,93.8292
GBA3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GBE1,174.225,316.917,300.842,321.861,275.08,265.373
GBF1,145.594,169.369,158.805,144.034,142.15,138.576
GBGT1,9.78833,9.43107,8.47519,17.0129,19.9947,19.419
GBP1,22.4415,19.1226,22.1266,13.8948,15.0305,13.743
GBP2,46.9766,33.7993,35.1766,31.96,33.075,28.9244
GBP3,27.5469,27.6235,30.6565,21.1833,19.6598,18.4471
GBP4,7.052,7.38488,6.78015,3.42986,2.5806,2.33261
GBP5,1.84E-06,1.86E-06,0.018228,0.0194898,1.97E-06,0.0777556
GBP6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GBP7,0.146919,0.148816,0.018228,1.95E-06,0.0197012,1.94E-06
GBX1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GBX2,3.526,4.11098,4.21026,4.75503,5.90977,6.99783
GC,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCA,5.01353,5.09687,4.75704,6.52842,5.67338,5.44276
GCAT,9.42104,8.7428,9.13133,12.0435,11.4453,12.5767
GCC1,29.6588,41.8166,37.6918,35.5263,29.7064,31.3736
GCC2,32.1564,36.5896,36.6894,43.8281,38.2953,38.0798
GCDH,12.1206,10.6216,10.881,12.3943,11.7013,12.8099
GCFC2,12.4696,12.8352,13.1046,10.9716,11.465,10.3218
GCG,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCGR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCH1,28.2447,32.9994,33.8096,9.58801,8.76616,8.00863
GCHFR,4.95844,3.55293,3.55411,3.54678,3.80195,4.37364
GCK,0.036731,0.0372053,0.0546805,0.0389776,1.97E-06,0.097194
GCKR,32.0646,34.748,36.0514,9.10081,3.86105,4.62634
GCLC,37.8311,43.0258,42.0114,39.4044,31.8931,31.879
GCLM,193.599,306.872,318.193,213.489,141.204,144.369
GCM1,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
GCM2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCN1,104.09,132.667,122.353,157.208,162.066,157.723
GCNA,3.45254,3.62733,4.06445,2.98164,2.83669,2.79913
GCNT1,11.2208,10.1007,11.118,11.147,13.1197,12.5378
GCNT2,9.67814,9.54268,9.13133,9.21774,5.92947,5.69546
GCNT3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCNT4,0.3122,0.446443,0.328074,0.155904,0.118197,0.0388788
GCNT7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCOM1,4.86662,5.48751,6.43385,11.7706,8.68736,10.5356
GCSAM,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCSAML,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GCSH,0.183648,0.390638,0.400978,0.487197,0.236393,0.330455
GDA,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
GDAP1,3.67292,2.84606,3.09846,1.9293,1.41835,1.65227
GDAP1L1,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GDAP2,17.0791,22.1174,21.434,19.7801,16.9019,17.203
GDE1,72.9074,70.4261,70.6448,74.7358,78.6787,75.6932
GDF1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GDF2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GDF3,1.65281,0.725468,0.473883,0.467709,0.748573,0.563716
GDF5,0.459117,0.353434,0.328074,0.526173,0.55158,0.524839
GDF6,4.75643,5.22708,4.31961,16.1944,23.6391,24.9006
GDF7,1.34062,1.37653,0.893086,5.37864,7.44631,5.71489
GDF9,0.3122,0.279027,0.364526,0.292319,0.196994,0.116632
GDF10,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GDF11,24.9024,20.7037,21.4523,38.9756,43.4171,40.6457
GDF15,47.3255,164.514,137.644,133.199,92.6455,85.1597
GDI1,179.716,176.772,169.085,176.189,180.8,180.019
GDI2,270.841,271.064,283.582,285.555,275.907,286.911
GDNF,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GDPD1,3.78311,4.14818,3.93686,4.81349,4.62932,4.68466
GDPD2,1.84E-06,0.0186036,0.0364542,1.95E-06,0.0394004,1.94E-06
GDPD3,7.01527,7.5895,7.39984,7.75615,8.19488,8.39739
GDPD4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GDPD5,85.0097,61.7205,60.0918,49.1288,58.2112,60.6284
GDPGP1,1.8181,1.32072,1.42165,1.63698,1.69414,1.36069
GEM,1.39571,8.05454,7.09,4.01449,0.847069,0.952484
GEMIN2,5.289,4.96666,5.79594,4.42374,4.58992,4.80129
GEMIN4,34.1949,34.5806,33.4451,31.2585,33.075,34.7948
GEMIN5,33.3685,30.4138,31.9323,31.8431,31.2233,32.6371
GEMIN6,8.41098,8.687,7.76437,6.95715,6.79624,6.6285
GEMIN7,11.8635,9.95192,10.2249,10.1921,11.3271,12.149
GEMIN8,11.8084,10.1937,10.1338,13.3881,12.7454,12.7905
GEN1,19.4297,23.494,23.4571,21.3976,19.6992,19.7689
GET1,15.0957,14.993,18.6819,18.2991,13.0409,12.6933
GET1-SH3BGR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GET3,61.3377,63.4876,59.1258,63.7251,56.2216,58.7234
GET4,11.0922,9.7845,10.1338,11.5758,11.1695,10.8466
GFAP,0.404023,0.111612,0.255169,0.0584654,0.0394004,0.0194404
GFER,19.9807,18.5645,16.7681,18.6888,19.0689,20.2354
GFI1,0.183648,0.204621,0.145811,0.214368,0.216694,0.155509
GFI1B,1.84E-06,0.0372053,1.82E-06,1.95E-06,0.0197012,0.0583172
GFM1,60.2542,67.5242,67.2183,79.9975,75.0344,74.5269
GFM2,32.2666,37.7987,35.2677,32.9539,30.5141,31.3347
GFOD1,169.23,129.3,127.31,51.8376,51.6317,55.3023
GFOD2,60.4011,46.8949,47.0418,57.0603,57.2066,56.6241
GFPT1,97.8098,238.995,222.578,168.492,102.928,103.14
GFPT2,3.43418,7.6453,8.16534,3.93654,3.23068,3.22678
GFRA1,1.84E-06,1.86E-06,1.82E-06,0.0194898,0.0197012,1.94E-06
GFRA2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GFRA3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GFRA4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GFRAL,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GFUS,81.7224,79.4479,86.8843,62.439,68.1593,74.7018
GFY,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GGA1,56.2324,54.6332,54.4052,57.0798,53.8774,53.5528
GGA2,90.8496,97.566,92.3887,109.366,113.665,116.358
GGA3,60.0155,60.3997,55.8816,56.6706,58.0536,56.177
GGACT,3.65456,3.03208,3.7546,2.49444,2.6988,3.03239
GGCT,11.8084,13.3932,12.1204,10.5624,9.35714,9.99134
GGCX,60.9704,55.1541,53.421,54.8192,62.2693,62.7277
GGH,18.8421,24.6473,27.3575,29.2902,31.8734,31.2764
GGN,3.98512,3.06928,2.58812,2.26059,2.28511,2.04103
GGNBP2,72.9809,80.9174,81.4712,82.7063,72.9463,72.0387
GGPS1,12.8001,15.1046,15.2918,14.8107,12.9424,14.2872
GGT1,1.84E-06,0.0186036,0.018228,1.95E-06,1.97E-06,1.94E-06
GGT5,119.058,68.5845,84.4603,10.7378,8.33278,9.99134
GGT6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GGT7,2.55268,2.77166,2.58812,4.07295,5.39759,5.365
GGTA1,0.881502,0.279027,0.127585,0.097441,0.0394004,0.0388788
GGTLC1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GGTLC2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GGTLC3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GH1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GH2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GHDC,17.1709,12.6678,14.1253,12.6086,10.8149,12.1296
GHITM,139.663,184.138,181.041,153.408,130.33,129.479
GHR,3.72801,3.60873,3.49943,3.41037,3.56556,2.81857
GHRH,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GHRHR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GHRL,0.0183664,0.0372053,1.82E-06,0.0389776,1.97E-06,0.0583172
GHSR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GID4,24.7004,29.2419,28.7792,29.6799,23.0284,24.3369
GID8,61.8336,57.5909,56.5195,62.8677,62.8997,63.2331
GIGYF1,107.047,108.894,107.753,127.216,123.041,119.507
GIGYF2,90.1701,94.1804,93.9926,87.2274,82.1655,79.7169
GIMAP1,46.0768,29.5767,31.3126,23.249,24.9589,25.9697
GIMAP1-GIMAP5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GIMAP2,40.5674,33.3529,34.5022,33.4411,30.9278,32.3844
GIMAP4,17.2811,12.4631,12.9042,21.0663,18.1036,17.3779
GIMAP5,0.661127,0.316231,0.364526,0.19488,0.216694,0.0777556
GIMAP6,291.373,250.286,268.673,254.998,248.25,251.436
GIMAP7,73.4767,58.2792,60.511,78.6138,75.0541,78.8033
GIMAP8,194.922,144.2,145.828,233.347,233.475,242.222
GIMD1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GIN1,4.73807,5.71073,5.95997,4.65759,4.35353,4.02375
GINM1,87.0849,79.2805,81.216,69.8443,66.9577,69.6478
GINS1,10.9269,13.9141,15.7474,13.6999,11.3074,12.7127
GINS2,7.052,8.29636,8.01953,7.11305,7.663,8.06694
GINS3,17.2076,19.0109,19.6479,16.7205,16.3701,15.5896
GINS4,8.92519,9.7845,10.6077,9.51005,8.68736,9.46651
GIP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GIPC1,127.634,116.54,118.999,109.366,121.131,119.663
GIPC2,28.0795,24.9449,26.6649,25.7629,26.2,26.4168
GIPC3,2.14866,2.34382,2.86152,4.3263,5.94917,6.68681
GIPR,0.0183664,0.0372053,0.0546805,0.0584654,0.0590997,1.94E-06
GIT1,220.871,213.027,215.944,166.679,151.487,161.572
GIT2,109.269,104.858,106.496,127.567,125.681,125.455
GJA1,100.564,92.1157,97.7289,207.915,197.091,187.62
GJA3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GJA4,7.19892,4.3342,1.91375,0.428734,2.5806,2.23542
GJA5,2.99343,0.892884,0.674372,0.116929,0.472784,0.408208
GJA8,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
GJA9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJA10,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJB1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJB2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJB3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJB4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJB5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJB6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJB7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GJC1,21.8355,24.1822,24.2226,21.4756,22.0434,21.4794
GJC2,5.0319,7.05005,8.11067,1.87083,2.30481,2.33261
GJC3,0.0183664,0.0186036,1.82E-06,0.0194898,1.97E-06,0.097194
GJD2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GJD3,1.72627,1.0231,1.51278,0.623612,0.630377,0.777538
GJD4,0.0183664,0.0186036,0.018228,0.0779532,0.0197012,0.0194404
GJE1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GK,1.06515,3.03208,2.2965,2.35803,1.49714,1.61339
GK2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GK3P,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
GK5,12.4696,12.891,12.6672,13.9923,14.2228,13.6458
GKAP1,2.68123,2.67865,2.27828,2.68932,2.5412,2.77969
GKN1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GKN2,1.84E-06,0.0186036,1.82E-06,1.95E-06,0.0197012,1.94E-06
GLA,32.2849,38.7102,32.8254,28.4522,22.4768,23.5205
GLB1,98.6913,93.8084,90.9488,101.824,112.148,111.479
